Identifier,Start date,End date,Number of deaths,Incident,State,Year,Month,Month Name
IBD030424,2024-08-11,2024-08-11,7,Road Accident,Abia,2024,8,August
IBD030475,2024-08-11,2024-08-11,1,Gunmen Attack 1,Benue,2024,8,August
IBD030494,2024-08-11,2024-08-12,1,Flooding,Jigawa,2024,8,August
IBD030495,2024-08-11,2024-08-12,1,Flooding,Jigawa,2024,8,August
IBD030441,2024-08-11,2024-08-11,12,Boat Mishap,Sokoto,2024,8,August
IBD030489,2024-08-11,2024-08-11,1,Flooding,Jigawa,2024,8,August
IBD030459,2024-08-11,2024-08-11,1,Road Accident,Ekiti,2024,8,August
IBD030480,2024-08-11,2024-08-11,1,Ritual Killing,Oyo,2024,8,August
IBD030493,2024-08-11,2024-08-11,1,Flooding,Jigawa,2024,8,August
IBD030482,2024-08-11,2024-08-11,2,Hunters Vs Thief,Yobe,2024,8,August
IBD030455,2024-08-11,2024-08-11,1,Banditry,Niger,2024,8,August
IBD030483,2024-08-11,2024-08-11,1,Mob Vs Motorcycle Thief,Fct (Abuja),2024,8,August
IBD030440,2024-08-10,2024-08-10,4,Four Die,Imo,2024,8,August
IBD030449,2024-08-10,2024-08-10,1,Herders Vs Farmer,Ondo,2024,8,August
IBD030506,2024-08-10,2024-08-10,1,Banditry,Kaduna,2024,8,August
IBD030443,2024-08-10,2024-08-10,4,Bandit Vs Army,Sokoto,2024,8,August
IBD030447,2024-08-10,2024-08-10,3,Drown,Jigawa,2024,8,August
IBD030445,2024-08-10,2024-08-10,7,Food Poisoning,Sokoto,2024,8,August
IBD030446,2024-08-10,2024-08-10,1,Ritual Killing,Oyo,2024,8,August
IBD030536,2024-08-09,2024-08-09,1,Ritual Killing,Kwara,2024,8,August
IBD030461,2024-08-09,2024-08-09,3,Hoodlums Clash,Niger,2024,8,August
IBD030429,2024-08-09,2024-08-09,11,Road Accident,Kaduna,2024,8,August
IBD030442,2024-08-09,2024-08-09,2,Cult Killing,Ogun,2024,8,August
IBD030432,2024-08-09,2024-08-09,1,Gunmen Vs Humanitarian Worker,Benue,2024,8,August
IBD030430,2024-08-09,2024-08-09,1,Gunmen Vs Police,Anambra,2024,8,August
IBD030416,2024-08-08,2024-08-08,1,Gunmen Attack,Fct (Abuja),2024,8,August
IBD030412,2024-08-08,2024-08-08,5,Boat Mishap,Jigawa,2024,8,August
IBD030422,2024-08-08,2024-08-08,1,Electrocution,Akwa Ibom,2024,8,August
IBD030425,2024-08-08,2024-08-08,1,Man Dies,Delta,2024,8,August
IBD030460,2024-08-08,2024-08-08,3,Banditry,Kaduna,2024,8,August
IBD030423,2024-08-08,2024-08-08,1,Electrocution,Akwa Ibom,2024,8,August
IBD030421,2024-08-08,2024-08-08,50,Banditry,Benue,2024,8,August
IBD030426,2024-08-08,2024-08-08,1,Gunmen Attack Hotelier,Kwara,2024,8,August
IBD030448,2024-08-08,2024-08-08,2,Boko Haram Attack,Borno,2024,8,August
IBD030458,2024-08-08,2024-08-08,2,Communal Clash,Kwara,2024,8,August
IBD030418,2024-08-08,2024-08-08,9,Vigilantes Vs Bandits,Kaduna,2024,8,August
IBD030491,2024-08-08,2024-08-08,1,Police Vs Kidnappers,Delta,2024,8,August
IBD030431,2024-08-08,2024-08-08,3,Road Accident,Ogun,2024,8,August
IBD030413,2024-08-07,2024-08-07,20,Boat Mishap,Bayelsa,2024,8,August
IBD030415,2024-08-07,2024-08-07,1,Crossdresser Found Dead,Fct (Abuja),2024,8,August
IBD030407,2024-08-07,2024-08-07,6,Banditry,Kaduna,2024,8,August
IBD030419,2024-08-07,2024-08-07,1,Cultist Vs Man,Bayelsa,2024,8,August
IBD030414,2024-08-07,2024-08-07,5,Generator Fume Kills 5,Abia,2024,8,August
IBD030427,2024-08-07,2024-08-07,1,Gunmen Vs Woman,Plateau,2024,8,August
IBD030410,2024-08-07,2024-08-07,2,Army Vs Bandits,Kaduna,2024,8,August
IBD030420,2024-08-07,2024-08-07,1,Hoodlums Vs Cyclist,Fct (Abuja),2024,8,August
IBD030400,2024-08-06,2024-08-06,1,Protesters Vs Security Operatives,Kaduna,2024,8,August
IBD030444,2024-08-06,2024-08-06,1,Security Operatives Vs Man,Bauchi,2024,8,August
IBD030411,2024-08-06,2024-08-06,1,Road Accident,Ogun,2024,8,August
IBD030409,2024-08-06,2024-08-06,1,Army Vs Pdp Supporters,Bauchi,2024,8,August
IBD030404,2024-08-06,2024-08-06,6,Food Poisoning,Kogi,2024,8,August
IBD030401,2024-08-05,2024-08-05,1,Cultists Vs Barber,Ogun,2024,8,August
IBD030403,2024-08-05,2024-08-05,2,Flood Disaster,Kebbi,2024,8,August
IBD030402,2024-08-05,2024-08-05,4,Food Poisoning,Kwara,2024,8,August
IBD030463,2024-08-05,2024-08-05,1,Ex-Soldiers Vs Tricycle Rider,Borno,2024,8,August
IBD030481,2024-08-05,2024-08-05,1,Man Vs Son,Lagos,2024,8,August
IBD030408,2024-08-05,2024-08-05,2,Assailants Vs Motorcyclists,Ondo,2024,8,August
IBD030395,2024-08-05,2024-08-05,1,Protesters Vs Security Operatives,Bauchi,2024,8,August
IBD030388,2024-08-05,2024-08-05,1,Gunmen Attack Youth Leader,Kogi,2024,8,August
IBD030406,2024-08-05,2024-08-05,1,Bandits Kill Man,Katsina,2024,8,August
IBD030756,2024-08-04,2024-08-04,1,Ritual Killing,Kogi,2024,8,August
IBD030387,2024-08-04,2024-08-04,1,Corpse Found Inside Well,Kwara,2024,8,August
IBD030398,2024-08-04,2024-08-04,3,Soldiers Vs Kidnappers,Kaduna,2024,8,August
IBD030503,2024-08-04,2024-08-04,1,Man Vs Boy,Bauchi,2024,8,August
IBD030405,2024-08-03,2024-08-03,1,Herder Vs Rustler,Benue,2024,8,August
IBD030399,2024-08-03,2024-08-04,4,Cult Clash,Delta,2024,8,August
IBD030384,2024-08-03,2024-08-03,4,Protesters Vs Security Operatives,Kano,2024,8,August
IBD030668,2024-08-03,2024-08-03,1,Stray Bullet,Ebonyi,2024,8,August
IBD030396,2024-08-03,2024-08-03,8,Protesters Vs Security Operatives,Kano,2024,8,August
IBD030466,2024-08-03,2024-08-03,100,Boko Haram Vs Iswap,Borno,2024,8,August
IBD030386,2024-08-03,2024-08-03,7,Gunmen Attack 7,Imo,2024,8,August
IBD030393,2024-08-02,2024-08-02,8,Bandits Kill Farmers,Sokoto,2024,8,August
IBD030389,2024-08-02,2024-08-02,1,Baby Corpse,Fct (Abuja),2024,8,August
IBD030417,2024-08-02,2024-08-02,10,Army Vs Boko Haram,Borno,2024,8,August
IBD030437,2024-08-02,2024-08-02,1,Electrocution,Lagos,2024,8,August
IBD030372,2024-08-01,2024-08-01,1,Protesters Vs Security Operatives,Fct (Abuja),2024,8,August
IBD030371,2024-08-01,2024-08-01,1,Protesters Vs Security Operatives,Kano,2024,8,August
IBD031787,2024-08-01,2024-08-10,10,Political Crisis,Kano,2024,8,August
IBD030390,2024-08-01,2024-08-01,1,Banditry,Kaduna,2024,8,August
IBD030366,2024-08-01,2024-08-01,3,Protesters Vs Security Operatives,Kaduna,2024,8,August
IBD030464,2024-08-01,2024-08-01,1,Food Poisoning,Gombe,2024,8,August
IBD030369,2024-08-01,2024-08-01,3,Protesters Vs Security Operatives,Jigawa,2024,8,August
IBD030397,2024-08-01,2024-08-01,3,Protesters Vs Security Operatives,Niger,2024,8,August
IBD030362,2024-08-01,2024-08-01,5,Protesters Vs Security Operatives,Niger,2024,8,August
IBD030385,2024-08-01,2024-08-01,1,Protesters Vs Security Operatives,Katsina,2024,8,August
IBD030684,2024-08-01,2024-08-31,20,Flood Disaster,Yobe,2024,8,August
IBD030367,2024-08-01,2024-08-01,1,Protesters Vs Security Operatives,Kebbi,2024,8,August
IBD030364,2024-08-01,2024-08-01,4,Protesters Vs Security Operatives,Borno,2024,8,August
IBD030374,2024-07-31,2024-07-31,16,Boko Haram Suicide Attack,Borno,2024,7,July
IBD030373,2024-07-31,2024-07-31,2,Soldiers Vs Bandits,Kaduna,2024,7,July
IBD030428,2024-07-30,2024-07-30,1,Boat Mishap,Rivers,2024,7,July
IBD030375,2024-07-30,2024-07-30,1,One Killed,Lagos,2024,7,July
IBD030354,2024-07-30,2024-07-30,1,Gunmen Attack,Imo,2024,7,July
IBD030382,2024-07-30,2024-07-30,3,Gunmen Attack,Imo,2024,7,July
IBD030377,2024-07-30,2024-07-30,1,Soldiers Vs Bandit,Taraba,2024,7,July
IBD030352,2024-07-30,2024-07-30,2,Gunmen Attack,Delta,2024,7,July
IBD030358,2024-07-30,2024-07-30,1,Soldiers Kill Bandit,Benue,2024,7,July
IBD030379,2024-07-30,2024-07-30,3,Hoodlums Clash,Gombe,2024,7,July
IBD030365,2024-07-30,2024-07-30,2,Banditry,Sokoto,2024,7,July
IBD030363,2024-07-30,2024-07-30,1,Domestic Staff Vs Boss,Lagos,2024,7,July
IBD030380,2024-07-29,2024-07-29,5,Food Poisoning,Anambra,2024,7,July
IBD030360,2024-07-29,2024-07-29,1,Domestic Violence,Niger,2024,7,July
IBD030350,2024-07-29,2024-07-29,1,Soldiers Vs Gunmen,Abia,2024,7,July
IBD030349,2024-07-29,2024-07-29,1,Tiv Hoolums Vs Farmer,Nasarawa,2024,7,July
IBD030359,2024-07-29,2024-07-29,1,Boko Haram Explosion,Borno,2024,7,July
IBD030355,2024-07-29,2024-07-29,3,Road Accident,Cross River,2024,7,July
IBD030353,2024-07-29,2024-07-29,1,Domestic Violence,Fct (Abuja),2024,7,July
IBD030370,2024-07-29,2024-07-29,1,Herder Vs Farmer,Fct (Abuja),2024,7,July
IBD030368,2024-07-29,2024-07-29,4,Road Accident,Bauchi,2024,7,July
IBD030346,2024-07-29,2024-07-29,5,Gunmen Vs Police,Imo,2024,7,July
IBD030484,2024-07-29,2024-07-29,1,Man Dies,Edo,2024,7,July
IBD030342,2024-07-28,2024-07-28,8,Army Vs Boko Haram,Borno,2024,7,July
IBD030394,2024-07-28,2024-07-28,1,Inferno,Ogun,2024,7,July
IBD030356,2024-07-28,2024-07-29,4,Cult Killings,Anambra,2024,7,July
IBD030348,2024-07-28,2024-07-28,1,Hospital Negligence,Fct (Abuja),2024,7,July
IBD030333,2024-07-28,2024-07-28,2,Boko Haram Attack,Borno,2024,7,July
IBD030381,2024-07-28,2024-07-28,1,Female Caterer Murdered,Ondo,2024,7,July
IBD030344,2024-07-28,2024-07-28,1,Army Vs Robbers,Ebonyi,2024,7,July
IBD030361,2024-07-28,2024-07-28,2,Corpse Found,Kaduna,2024,7,July
IBD030337,2024-07-28,2024-07-28,1,Road Accident,Ogun,2024,7,July
IBD030338,2024-07-28,2024-07-28,1,Road Accident,Ogun,2024,7,July
IBD030347,2024-07-27,2024-07-27,4,Hunters Vs Man,Taraba,2024,7,July
IBD030332,2024-07-27,2024-07-27,3,Building Collapse,Jigawa,2024,7,July
IBD030341,2024-07-27,2024-07-27,1,Mob Vs Armed Robber,Benue,2024,7,July
IBD030343,2024-07-27,2024-07-27,6,Police Vs Bandits,Benue,2024,7,July
IBD030331,2024-07-26,2024-07-26,1,Explosion,Yobe,2024,7,July
IBD030336,2024-07-26,2024-07-26,1,Female Undergraduate,Bauchi,2024,7,July
IBD030325,2024-07-25,2024-07-25,1,Road Accident,Niger,2024,7,July
IBD030320,2024-07-25,2024-07-25,1,Vigilantes Vs Kidnappers,Edo,2024,7,July
IBD030339,2024-07-25,2024-07-25,1,Gunmen Attack Officer,Kebbi,2024,7,July
IBD030357,2024-07-25,2024-07-25,1,Police Vs Kidnappers,Delta,2024,7,July
IBD030340,2024-07-25,2024-07-25,1,Gunmen Vs Vigilantes,Nasarawa,2024,7,July
IBD030345,2024-07-25,2024-07-25,1,Hoodlums Kill Teacher,Fct (Abuja),2024,7,July
IBD030322,2024-07-25,2024-07-25,1,Medical Negligence,Oyo,2024,7,July
IBD030310,2024-07-25,2024-07-25,5,Building Collapse,Lagos,2024,7,July
IBD030318,2024-07-25,2024-07-25,5,Road Accident,Kogi,2024,7,July
IBD030317,2024-07-24,2024-07-24,65,Security Operatives Vs Bandits,Niger,2024,7,July
IBD030335,2024-07-24,2024-07-24,1,Building Collapse,Delta,2024,7,July
IBD030321,2024-07-24,2024-07-24,15,Gunmen Attack,Nasarawa,2024,7,July
IBD030323,2024-07-24,2024-07-24,1,Gunmen Attack Man,Delta,2024,7,July
IBD030314,2024-07-23,2024-07-23,2,Chieftaincy Tittle,Osun,2024,7,July
IBD030319,2024-07-23,2024-07-23,2,Soldiers Vs Bandits,Kaduna,2024,7,July
IBD030316,2024-07-23,2024-07-23,1,Road Accident,Edo,2024,7,July
IBD030328,2024-07-23,2024-07-23,13,Army Vs IswapVsBoko Haram,Borno,2024,7,July
IBD031229,2024-07-23,2024-07-23,1,Robbery Gang Kills Man,Oyo,2024,7,July
IBD030311,2024-07-23,2024-07-23,1,Corpse Found,Rivers,2024,7,July
IBD030392,2024-07-23,2024-07-23,1,Kidnappers Kill 1,Ekiti,2024,7,July
IBD030313,2024-07-23,2024-07-23,1,Boat Mishap,Ebonyi,2024,7,July
IBD030297,2024-07-22,2024-07-22,2,Road Accident,Ondo,2024,7,July
IBD030334,2024-07-22,2024-07-22,1,Man Vs Grandpa,Osun,2024,7,July
IBD030307,2024-07-22,2024-07-22,2,Road Accident,Fct (Abuja),2024,7,July
IBD030391,2024-07-22,2024-07-22,1,Suitor Vs Woman,Kano,2024,7,July
IBD030295,2024-07-22,2024-07-22,1,Businessman,Bayelsa,2024,7,July
IBD030302,2024-07-21,2024-07-21,1,Woman Found Dead,Plateau,2024,7,July
IBD030306,2024-07-21,2024-07-21,1,Thugs Vs Man,Anambra,2024,7,July
IBD030299,2024-07-21,2024-07-21,1,Man Vs Friend,Adamawa,2024,7,July
IBD030305,2024-07-21,2024-07-21,3,Police Vs Bandits,Benue,2024,7,July
IBD030304,2024-07-21,2024-07-21,1,Police Vs Father,Borno,2024,7,July
IBD030293,2024-07-21,2024-07-21,1,Gunmen Vs Student,Ondo,2024,7,July
IBD030291,2024-07-21,2024-07-21,6,Gunmen Attack,Abia,2024,7,July
IBD030326,2024-07-20,2024-07-20,2,Land Dispute,Nasarawa,2024,7,July
IBD030188,2024-07-20,2024-07-20,1,Road Accident,Anambra,2024,7,July
IBD030282,2024-07-20,2024-07-20,2,Kidnappers Kill 2,Ondo,2024,7,July
IBD030284,2024-07-19,2024-07-19,18,Bandits Kill 18,Benue,2024,7,July
IBD030286,2024-07-19,2024-07-19,1,Man Kill Friend,Kaduna,2024,7,July
IBD030308,2024-07-19,2024-07-19,8,Army Vs Bandits,Kaduna,2024,7,July
IBD030285,2024-07-19,2024-07-19,2,Gunmen Attack Traditional Ruler,Taraba,2024,7,July
IBD030269,2024-07-18,2024-07-18,2,Road Accident,Kwara,2024,7,July
IBD030271,2024-07-18,2024-07-18,1,Gunmen Vs Policeman,Edo,2024,7,July
IBD030315,2024-07-18,2024-07-20,1,Flood Disaster,Ebonyi,2024,7,July
IBD030274,2024-07-17,2024-07-17,1,Gunmen Attack Soldier,Plateau,2024,7,July
IBD030272,2024-07-17,2024-07-17,1,Man Vs Grandfather,Borno,2024,7,July
IBD030273,2024-07-17,2024-07-17,1,Woman Vs Husband,Borno,2024,7,July
IBD030309,2024-07-17,2024-07-17,3,Witchcraft,Adamawa,2024,7,July
IBD030327,2024-07-17,2024-07-17,6,Gunmen Attack,Benue,2024,7,July
IBD030260,2024-07-17,2024-07-17,3,Inferno,Kano,2024,7,July
IBD030378,2024-07-16,2024-07-16,1,Kidnap Victim,Ekiti,2024,7,July
IBD030219,2024-07-16,2024-07-16,2,Kidnappers Vs Passenger,Ondo,2024,7,July
IBD030278,2024-07-16,2024-07-16,1,Hunters Vs Bandits,Kaduna,2024,7,July
IBD030267,2024-07-16,2024-07-16,2,Man Kills Rival,Delta,2024,7,July
IBD030266,2024-07-16,2024-07-16,1,Bandits Attack,Kaduna,2024,7,July
IBD030301,2024-07-16,2024-07-16,11,Banditry,Zamfara,2024,7,July
IBD030265,2024-07-16,2024-07-16,1,Bandits Vs Chief,Kaduna,2024,7,July
IBD030261,2024-07-16,2024-07-16,1,Motorcyclist,Delta,2024,7,July
IBD030275,2024-07-16,2024-07-16,1,Brothers Drown,Fct (Abuja),2024,7,July
IBD030254,2024-07-16,2024-07-16,3,Inferno In The Hotel,Edo,2024,7,July
IBD030603,2024-07-16,2024-07-16,1,Electrocution,Kwara,2024,7,July
IBD030433,2024-07-15,2024-07-15,8,Cult Clash,Osun,2024,7,July
IBD030257,2024-07-15,2024-07-15,1,Herdsmen Vs Rustler,Fct (Abuja),2024,7,July
IBD030279,2024-07-15,2024-07-15,2,Assailant Kill 2,Osun,2024,7,July
IBD030256,2024-07-15,2024-07-15,1,Gunmen Vs Farmer,Kaduna,2024,7,July
IBD030300,2024-07-15,2024-07-15,10,Banditry,Zamfara,2024,7,July
IBD030258,2024-07-15,2024-07-15,1,Youths Vs Students,Bayelsa,2024,7,July
IBD030252,2024-07-15,2024-07-15,14,Road Accident,Jigawa,2024,7,July
IBD030223,2024-07-15,2024-07-15,1,Cult Clash,Edo,2024,7,July
IBD030259,2024-07-14,2024-07-14,1,Assailants Vs Activist,Edo,2024,7,July
IBD030247,2024-07-14,2024-07-14,11,Herders Attack,Benue,2024,7,July
IBD030249,2024-07-14,2024-07-14,2,Road Accident,Fct (Abuja),2024,7,July
IBD030251,2024-07-14,2024-07-14,13,Banditry,Zamfara,2024,7,July
IBD030264,2024-07-14,2024-07-14,1,Piracy,Rivers,2024,7,July
IBD030248,2024-07-14,2024-07-14,1,Herders Attack,Benue,2024,7,July
IBD030245,2024-07-13,2024-07-13,1,Man Vs Neighbour'S Wife,Edo,2024,7,July
IBD030298,2024-07-13,2024-07-13,1,Banditry,Zamfara,2024,7,July
IBD030243,2024-07-13,2024-07-13,1,Robbers Vs Police,Fct (Abuja),2024,7,July
IBD030244,2024-07-13,2024-07-13,1,Maize Farmer,Ogun,2024,7,July
IBD030238,2024-07-13,2024-07-13,1,Kidnap Victims,Anambra,2024,7,July
IBD030246,2024-07-13,2024-07-13,2,Road Accident,Ogun,2024,7,July
IBD030263,2024-07-13,2024-07-13,1,Hoodlums Vs NDLEA Official,Fct (Abuja),2024,7,July
IBD030220,2024-07-12,2024-07-12,1,Smugglers Vs Customs Officer,Jigawa,2024,7,July
IBD030233,2024-07-12,2024-07-12,20,NAF Vs Terrorists,Kaduna,2024,7,July
IBD030216,2024-07-12,2024-07-12,1,Witchcraft Suspect,Kwara,2024,7,July
IBD030235,2024-07-12,2024-07-12,1,Armed Robber,Cross River,2024,7,July
IBD030277,2024-07-12,2024-07-12,1,Hoodlums Vs Vigilante,Lagos,2024,7,July
IBD030296,2024-07-12,2024-07-12,11,Banditry,Zamfara,2024,7,July
IBD030178,2024-07-12,2024-07-12,1,Missing Student,Enugu,2024,7,July
IBD030189,2024-07-12,2024-07-12,1,Robbers Kill Security Guard,Akwa Ibom,2024,7,July
IBD030439,2024-07-12,2024-07-12,3,Cult Killing,Anambra,2024,7,July
IBD030221,2024-07-12,2024-07-12,19,Building Collapse,Plateau,2024,7,July
IBD030255,2024-07-12,2024-07-13,1,Building Collapse (Abuja),Fct (Abuja),2024,7,July
IBD030232,2024-07-12,2024-07-12,20,NAF Vs Terrorists,Kaduna,2024,7,July
IBD030312,2024-07-11,2024-07-11,1,Man Vs Commercial Motorcyclist,Akwa Ibom,2024,7,July
IBD030222,2024-07-11,2024-07-11,1,Dead Corpse,Lagos,2024,7,July
IBD030241,2024-07-11,2024-07-11,1,Guardian Vs Boy,Lagos,2024,7,July
IBD030214,2024-07-10,2024-07-10,12,Miners,Niger,2024,7,July
IBD030434,2024-07-10,2024-07-10,1,Cult Clash,Lagos,2024,7,July
IBD030213,2024-07-10,2024-07-10,1,Gunmen Vs Vigilante,Rivers,2024,7,July
IBD030212,2024-07-10,2024-07-10,1,Assailants Vs Student,Enugu,2024,7,July
IBD030262,2024-07-10,2024-07-10,1,Gunrunners Vs Police,Plateau,2024,7,July
IBD030217,2024-07-10,2024-07-10,2,Bandits Kill Farmers,Kaduna,2024,7,July
IBD030250,2024-07-10,2024-07-11,5,Gunmen Attack,Benue,2024,7,July
IBD030324,2024-07-10,2024-07-10,1,Man Vs NDLEA Officer,Kano,2024,7,July
IBD030205,2024-07-09,2024-07-09,1,Herdsmen Vs Farmer,Delta,2024,7,July
IBD030209,2024-07-09,2024-07-09,12,Herdsmen Attack,Benue,2024,7,July
IBD030208,2024-07-09,2024-07-09,1,Army Vs Terrorist,Katsina,2024,7,July
IBD030330,2024-07-09,2024-07-09,1,Ritual Killing,Osun,2024,7,July
IBD030276,2024-07-09,2024-07-09,1,Man Vs Girlfriend,Lagos,2024,7,July
IBD030303,2024-07-09,2024-07-09,1,3 Men Kill Labourer,Kwara,2024,7,July
IBD030199,2024-07-09,2024-07-09,5,Road Accident,Anambra,2024,7,July
IBD030206,2024-07-09,2024-07-09,1,Man Vs Mother,Delta,2024,7,July
IBD030180,2024-07-08,2024-07-08,4,Downpour Kills 4,Edo,2024,7,July
IBD030201,2024-07-08,2024-07-08,1,Police Vs Kidnappers,Delta,2024,7,July
IBD030203,2024-07-08,2024-07-08,1,Assailant Vs Man,Edo,2024,7,July
IBD030242,2024-07-08,2024-07-08,2,Soldiers Vs Boko Haram,Borno,2024,7,July
IBD030253,2024-07-08,2024-07-08,2,Road Accident,Ogun,2024,7,July
IBD030198,2024-07-08,2024-07-08,3,Banditry,Plateau,2024,7,July
IBD030294,2024-07-08,2024-07-08,1,Banditry,Zamfara,2024,7,July
IBD030191,2024-07-08,2024-07-08,1,Road Accident,Lagos,2024,7,July
IBD030185,2024-07-08,2024-07-08,4,Gunmen Attack 4,Imo,2024,7,July
IBD030207,2024-07-08,2024-07-08,1,Army Vs Kidnappers,Taraba,2024,7,July
IBD030182,2024-07-07,2024-07-07,1,Cult Killing,Akwa Ibom,2024,7,July
IBD030186,2024-07-07,2024-07-07,1,Cult Killing,Anambra,2024,7,July
IBD030183,2024-07-07,2024-07-07,2,Boat Mishap,Jigawa,2024,7,July
IBD030204,2024-07-07,2024-07-07,3,Bandits Kill 2,Kaduna,2024,7,July
IBD030290,2024-07-07,2024-07-07,1,Man Vs Online Girlfriend,Oyo,2024,7,July
IBD030435,2024-07-07,2024-07-07,9,Cult Clash,Lagos,2024,7,July
IBD030181,2024-07-07,2024-07-07,1,Security Operatives Vs Man,Abia,2024,7,July
IBD030184,2024-07-07,2024-07-07,1,Cult Killing,Anambra,2024,7,July
IBD030202,2024-07-07,2024-07-07,1,Cult Clash,Oyo,2024,7,July
IBD030438,2024-07-07,2024-07-07,7,Cult Clash,Rivers,2024,7,July
IBD030289,2024-07-07,2024-07-07,4,IpobVsEsn Vs Vigilante,Imo,2024,7,July
IBD030179,2024-07-07,2024-07-07,2,Cult Killing,Lagos,2024,7,July
IBD030197,2024-07-07,2024-07-07,6,Hoodlums Vs Man,Edo,2024,7,July
IBD030195,2024-07-07,2024-07-07,1,Tractor Driver,Yobe,2024,7,July
IBD030187,2024-07-07,2024-07-07,4,Cult Killing,Imo,2024,7,July
IBD030190,2024-07-07,2024-07-07,1,Man Kills Woman,Bauchi,2024,7,July
IBD030436,2024-07-06,2024-07-06,3,Cult Killing,Lagos,2024,7,July
IBD030175,2024-07-06,2024-07-06,1,Engine Roller Kill Worker,Ogun,2024,7,July
IBD030177,2024-07-06,2024-07-06,2,Youths Vs Kidnappers,Kwara,2024,7,July
IBD030170,2024-07-06,2024-07-06,2,Gas Explosion,Ogun,2024,7,July
IBD030176,2024-07-06,2024-07-06,3,Gunmen Attack 3,Benue,2024,7,July
IBD030268,2024-07-06,2024-07-06,1,Hoodlums Vs Man,Lagos,2024,7,July
IBD030174,2024-07-06,2024-07-06,1,Extra Judicial Killing,Ogun,2024,7,July
IBD030194,2024-07-06,2024-07-06,1,Domestic Violence,Fct (Abuja),2024,7,July
IBD030167,2024-07-06,2024-07-06,1,Robbers Kill Woman,Ekiti,2024,7,July
IBD030171,2024-07-06,2024-07-06,11,Boko Haram Vs Army,Borno,2024,7,July
IBD030192,2024-07-06,2024-07-06,1,Banditry,Katsina,2024,7,July
IBD030218,2024-07-05,2024-07-05,1,Huter Vs Trader,Kwara,2024,7,July
IBD030270,2024-07-05,2024-07-05,1,Man Vs Apprentice,Lagos,2024,7,July
IBD030173,2024-07-05,2024-07-05,1,Police Vs Kidnappers,Delta,2024,7,July
IBD030166,2024-07-04,2024-07-04,2,Man Vs Friend,Osun,2024,7,July
IBD030165,2024-07-04,2024-07-04,9,Kidnappers Vs Police,Lagos,2024,7,July
IBD030196,2024-07-04,2024-07-04,1,Corpse Found,Fct (Abuja),2024,7,July
IBD030155,2024-07-04,2024-07-04,1,Cultists Vs Final Year Student,Ogun,2024,7,July
IBD030292,2024-07-04,2024-07-04,2,Robbers Vs Man,Oyo,2024,7,July
IBD030200,2024-07-04,2024-07-04,5,Bandits Vs Army,Kaduna,2024,7,July
IBD030162,2024-07-04,2024-07-04,8,Building Collapse,Anambra,2024,7,July
IBD030159,2024-07-03,2024-07-03,1,Student Stabs Colleague,Gombe,2024,7,July
IBD030149,2024-07-03,2024-07-03,1,Flooding,Lagos,2024,7,July
IBD030144,2024-07-03,2024-07-03,1,Man Vs Father,Delta,2024,7,July
IBD030156,2024-07-03,2024-07-03,1,Building Collapse,Lagos,2024,7,July
IBD030164,2024-07-03,2024-07-03,1,Assailants Vs Ex-Convict,Ogun,2024,7,July
IBD030150,2024-07-03,2024-07-03,1,Community Leader,Delta,2024,7,July
IBD030145,2024-07-03,2024-07-03,1,Road Accident,Oyo,2024,7,July
IBD030157,2024-07-03,2024-07-03,10,Army Vs Boko Haram,Borno,2024,7,July
IBD030940,2024-07-03,2024-07-03,1,Assailant Vs Lady,Ogun,2024,7,July
IBD030158,2024-07-02,2024-07-02,2,Lightening,Delta,2024,7,July
IBD030147,2024-07-02,2024-07-02,2,Farmers Vs Herders,Jigawa,2024,7,July
IBD030141,2024-07-02,2024-07-02,1,Banditry,Kaduna,2024,7,July
IBD030224,2024-07-02,2024-07-02,1,Domestic Violence,Kebbi,2024,7,July
IBD030139,2024-07-02,2024-07-02,1,Kidnap Victim,Kaduna,2024,7,July
IBD030135,2024-07-02,2024-07-02,1,Bandits Kill Lecturerr,Katsina,2024,7,July
IBD030161,2024-07-02,2024-07-02,2,Soldiers Kill 2 Terrorists,Kaduna,2024,7,July
IBD030153,2024-07-01,2024-07-01,2,Fulani Herders Attack,Benue,2024,7,July
IBD030136,2024-07-01,2024-07-01,1,Work-Related Violence,Oyo,2024,7,July
IBD030143,2024-07-01,2024-07-01,9,Cult Clash,Benue,2024,7,July
IBD030133,2024-07-01,2024-07-01,4,Banditry,Kaduna,2024,7,July
IBD030134,2024-07-01,2024-07-01,2,Road Accident,Ogun,2024,7,July
IBD030123,2024-07-01,2024-07-01,25,Road Accident,Kano,2024,7,July
IBD030154,2024-07-01,2024-07-01,1,Gunmen Attack,Benue,2024,7,July
